	pausedE141	pausedE142	pausedE143	pausedTS1	pausedTS2	pausedTS3	wtE141	wtE142	wtE143	wtTS1	wtTS2	wtTS3
mmu-miR-1258-3p	-2.27853494427729	-2.2472802507770697	-2.08350317766553	-2.08570472141128	-2.1449508223686	-1.8879213005669901	-2.00964808994693	-1.9101860256491598	-1.47066943103354	-2.33917194313066	-2.03338462842061	-2.0077213630451296
mmu-miR-125a-5p	4.67645618032663	4.986304819276089	5.20086206394868	6.5811299543627	7.00458822090902	6.77111825565202	4.71605150462487	4.27329444442616	3.6825468621333597	5.786904953867201	5.35796675341328	5.45887260002565
mmu-miR-125a-3p	-1.7609453969816797	-1.7430395978150601	-1.4699721431980801	-1.47393018810361	-0.32140122234860996	-1.17333128484651	-0.47524250114064703	-1.1583739422076202	-1.2301384259194499	-0.7693408101550708	-1.3798665212254098	-0.47177853563338
mmu-miR-126a-5p	4.35260577440208	4.02898874416097	4.69283047956787	4.21673708901011	4.10356243919272	4.4469838991360096	3.27619159209247	2.96712602071427	2.7600162846317406	4.748323750473349	4.658184799263321	5.4215477024220995
mmu-miR-126a-3p	4.13867113458518	4.276680848471741	4.18581573295974	5.34681886971836	5.113575268683481	4.6912559186492695	4.421800462737361	4.52883351561027	4.54912771608304	5.2268087302298305	5.40909145871338	4.6936953241315305
mmu-miR-126b-3p	-2.37325112093751	-2.35612312694845	-2.26637107982694	-2.00484156010486	-2.3000452186921603	-2.39713166462625	-2.2258974946837498	-2.17139094067069	-2.19326590858693	-2.41117453075414	-2.23890543822015	-2.2248416223299703
mmu-miR-127-5p	2.19817677858855	1.64426274745055	0.399579143105106	-0.7636301244516229	0.181224815126008	-1.33773935661953	1.7536098589757902	1.02209635290545	0.8782152279708341	0.587744214623712	0.578827929742314	2.08628673545838
mmu-miR-127-3p	4.83992214768591	4.425884434794621	5.01257575646814	0.833614520241767	1.59631915642997	-0.267259359972859	4.26346151312109	4.2126624158363395	4.26514891754642	0.554722962978181	2.50843007839824	2.29580403678305
mmu-miR-129-1-3p	-1.24506092448458	-0.45146909772893196	-1.6241488113797	-1.62796952856386	-1.73078946864377	-1.9679190116797098	-0.6639321570186371	-1.32336177396807	-0.560593099029297	-2.00750179782424	-1.53716948030159	-1.4926316058166
mmu-miR-129-2-3p	-1.6041005924040201	-1.5490186316688301	-1.9077945093278401	-1.9106038624757502	-1.9862068208756298	-2.1944643673768	-1.8135492672918898	-1.07483040289406	-1.73756460423744	-2.2133653184691804	-1.84383906698818	-1.81109060332158
mmu-miR-1291	-1.8561693845184402	-2.17439766648807	-1.69373779218382	-2.0536551217880903	-2.0979286885912902	-2.2243212285355	-1.99681934188775	-1.9224930946424899	-1.9523222464438603	-2.23064520842054	-2.01455723864063	-1.99537953284006
mmu-miR-1306-5p	1.52516016103656	0.7087695795805241	1.61091918069272	-1.07431945115192	-1.2355480643593	0.41860362094985	-0.867343717422958	-0.59667391072929	-0.705301092258726	-0.476561710202235	-0.931938840454133	0.9444296724757559
