	diapaused_ICM	mTor_ICM	diapaused_TE	mTor_TE
mmu-miR-423-5p	0.09908099439309377	0.19105598731570123	-0.5844571567944571	-0.5651430919327153
mmu-miR-423-3p	-0.2073772570142027	-0.03362309298671394	0.6243831276707129	-2.54703815828347
mmu-miR-425-5p	0.13311382230807597	-0.0891205416528013	0.33565967845404543	0.6053702167826814
mmu-miR-429-3p	1.7902671504860102	0.4329575203670512	1.5191976189409115	0.1686428200300356
mmu-miR-431-5p	-0.6961577039680524	-0.38832067583933194	0.06798278309159222	0.09198770180862852
mmu-miR-433-3p	0.4465506435658262	-0.45018300153703844	0.06798278309159222	0.09198770180862852
mmu-miR-434-5p	0.2974768103353449	-0.019291773711047767	0.06798278309159222	0.09198770180862852
mmu-miR-434-3p	1.2447741533122159	1.191173205094026	0.06798278309159222	1.3422011474052296
mmu-miR-450b-3p	0.1921935782617662	-0.019291773711047767	0.3972456530355324	0.09198770180862852
mmu-miR-451a	-4.185729019326688	-3.0282832638494686	-1.5906863687210067	0.630362855624266
mmu-miR-452-3p	-0.6376229135958613	-0.13903761084066332	0.06798278309159222	0.09198770180862852
mmu-miR-455-5p	-0.24216878293992747	0.5796120171499431	0.06798278309159222	0.09198770180862852
mmu-miR-463-5p	-0.032391713093093764	-0.22131730239862293	0.9739246006235831	0.09198770180862852
mmu-miR-465a-5p	2.0214700919686126	0.3381042853914705	-0.7699186669921798	-1.0160926947921511
mmu-miR-466d-3p	0.5952886635718767	0.0350296819774067	-0.49270814321405476	-0.0717477763068126
mmu-miR-466g	0.17601299368280193	-1.443214323162436	-0.7148632952304671	-0.3988618818719678
mmu-miR-466h-5p	0.4493971679426744	-0.019291773711047767	0.756936220160409	-0.2173712720080296
mmu-miR-466h-3p	0.34418323040151677	-0.019291773711047767	0.06798278309159222	0.09198770180862852
mmu-miR-466i-3p	-0.008659516910450606	-0.019291773711047767	-0.2665922107817203	-0.48698960917823186
mmu-miR-466j	0.26013946765595036	-0.019291773711047767	0.06798278309159222	0.09198770180862852
mmu-miR-466l-3p	0.06505792796564859	-0.019291773711047767	0.06798278309159222	0.09198770180862852
mmu-miR-466m-3p	1.5025778313752831	1.5153788139360915	-1.1223745889676475	-1.7150786817828751
mmu-miR-466n-3p	0.7873975574780152	-1.1912745820878885	-0.8357364304432534	-0.3802059963771659
mmu-miR-466o-3p	0.05646699809335857	-0.5001918391322749	-0.8473892841949523	0.17227798985943538
mmu-miR-467c-5p	0.4570916330492273	-0.804064129840051	0.14001812080360684	-1.0460518387601978
mmu-miR-467d-5p	-0.8583722339985953	-2.3923645243194906	-1.358676372660496	-0.8136191262662984
mmu-miR-467e-5p	0.7290064787409481	1.0454906059181022	0.13542686955189265	-0.9166958599369787
